ירוקות וזהובות נערכות לפנינו בתצוגה מרהיבה,placeholder,יְרֻקּוֹת וּזְהֻבּוֹת נֶעֱרָכוֹת לְפָנֵינוּ בִּתְצוּגָה מַרְהִיבָה
סבתא הליטה את פניה בשל מעשה-התחרים שעל,placeholder,סָבְתָא הֵלִיטָה אֶת פָּנֶיהָ בְּשַׁל מַעֲשֵׂה-הַתַּחְרִים שֶׁעַל
כתפיה כמו הנביא מתשבי-גלעד בפתח המערה,placeholder,כְּתֵפֶיהָ כְּמוֹ הַנָּבִיא מִתֹּשָׁבֵי-גִּלְעָד בְּפֶתַח הַמְּעָרָה
בהר האלוהים בחורב אבל כשהרטיט העוף את זנבו,placeholder,בְּהַר הָאֱלֹהִים בְּחֹרֵב אֲבָל כְּשֶׁהִרְטִיט הָעוֹף אֶת זְנָבוֹ
ואת כנפיו פער מקורו והשמיע צווחה מצמררת,placeholder,וְאֶת כְּנָפָיו פָּעַר מַקּוֹרֹו וְהִשְׁמִיעַ צְוָחָה מְצַמְרֶרֶת
תפסה בכוח את ידי משכה אותי משם ממלמלת,placeholder,תָּפְסָה בְּכֹחַ אֶת יָדִי מָשְׁכָה אוֹתִי מִשָּׁם מְמַלְמֶלֶת
באימה אסור לנו להיות כאן יותר עשינו את הדרך,placeholder,בְּאֵימָה אָסוּר לָנוּ לִהְיוֹת כָּאן יוֹתֵר עָשִׂינוּ אֶת הַדֶּרֶךְ
בדממה כמעט בריצה בין בתי האבן אדומי,placeholder,בִּדְמָמָה כִּמְעַט בְּרִיצָה בֵּין בָּתֵּי הָאֶבֶן אֲדֻמֵּי
הגגות בתי המורים של שנלר ורק כשהיינו בלב,placeholder,הַגַּגּוֹת בָּתֵּי הַמּוֹרִים שֶׁל שְׁנֵלֶר וְרַק כְּשֶׁהָיִינוּ בְּלֵב
שכונת מקור-ברוך וקריאות החיזור הצורמניות של,placeholder,שְׁכוּנַת מָקוֹר-בָּרוּך וּקְרִיאוֹת הַחִזּוּר הַצּוֹרְמָנִיּוֹת שֶׁל
הטווס כבר נבלעו בקולות החיים רק אז הפרה סבתא,placeholder,הַטַּוָּס כְּבָר נִבְלְעוּ בְּקוֹלוֹת הַחַיִּים רַק אָז הֵפֵרָה סָבְתָא
את השתיקה וידה עדיין איננה מרפה מידי אמרה,placeholder,אֶת הַשְּׁתִיקָה וְיָדָהּ עֲדַיִן אֵינֶנָּה מַרְפָּה מִיָּדִי אָמְרָה
ראית את אלף העיניים שהוא פתח עלינו,placeholder,רָאִיתָ אֶת אֶלֶף הָעֵינַיִם שֶׁהוּא פָּתַח עָלֵינוּ
כששיתפתי בחוויותי אלה את הורי באותו,placeholder,כְּשֶׁשִּׁתַּפְתִּי בְּחַוָּיוֹתַי אֵלֶּה אֶת הוֹרַי בְּאוֹתוֹ
הערב פסקה אמא למורת-רוחו של אבא כי סבתא ראתה,placeholder,הָעֶרֶב פָּסְקָה אִמָּא לְמוֹרַת-רוּחֹו שֶׁל אַבָּא כִּי סָבְתָא רָאֲתָה
במניפת העיניים של הטווס את מלאך-המוות די,placeholder,בִּמְנִיפַת הָעֵינַיִם שֶׁל הַטַּוָּס אֶת מַלְאַךְ-הַמָּוֶת דַּי
הילד לא צריך לדעת הכל מחה אבא אבל אמא,placeholder,הַיֶּלֶד לֹא צָרִיךְ לָדַעַת הַכֹּל מָחָה אַבָּא אֲבָל אִמָּא
שסירבה תמיד להעלים מפני כל דבר המשיכה,placeholder,שֶׁסֵּרְבָה תָּמִיד לְהַעֲלִים מִפָּנַי כָּל דָּבָר הִמְשִׁיכָה
והסבירה כי חכמי התלמוד ציירו להם את,placeholder,וְהִסְבִּירָה כִּי חַכְמֵי הַתַּלְמוּד צִיְּרוֹ לָהֶם אֶת
מלאך-המוות בדמותו של יצור מלא עיניים כטווס,placeholder,מַלְאַךְ-הַמָּוֶת בִּדְמוּתֹו שֶׁל יְצוּר מָלֵא עֵינַיִם כְּטַוָּס
שעיניו משוטטות מסוף העולם ועד סופו ובשעת,placeholder,שֶׁעֵינָיו מְשׁוֹטְטוֹת מְסוֹף הָעוֹלָם וְעַד סוֹפֹו וּבִשְׁעַת
פטירתו של אדם הוא עומד למראשותיו וחרבו שלופה,placeholder,פְּטִירָתֹו שֶׁל אָדָם הוּא עוֹמֵד לִמְרַאֲשׁוֹתָיו וְחַרְבֹּו שְׁלוּפָה
בידו סבתא אמנם לא שבה להידרש לפרשה מביכה זו,placeholder,בְּיָדוֹ סָבְתָא אָמְנָם לֹא שָׂבָה לְהִדָּרֵשׁ לְפָרָשָׁה מְבִיכָה זוֹ
- האינצידנט עם הפאווע בלשונו של אבא - אבל,placeholder,- הָאִינְצִידֵנְט עִם הַפָּאוֶע בִּלְשׁוֹנֹו שֶׁל אַבָּא - אֲבָל
שבועות אחדים אחר-כך כשחזרנו בשעת בוקר,placeholder,שָׁבוּעוֹת אֲחָדִים אַחַר-כָּךְ כְּשֶׁחָזַרְנוּ בִּשְׁעַת בֹּקֶר
מאוחרת מפתח-תקווה למחרת חתונתו של נתנאל,placeholder,מְאֻחֶרֶת מִפֶּתַח-תִּקְוָה לְמָחֳרַת חֲתֻנָּתוֹ שֶׁל נְתַנְאֵל
בנה של הדודה נחמה שבו הדברים המודחקים ועלו,placeholder,בְּנָהּ שֶׁל הַדּוֹדָה נֶחָמָה שָׁבוּ הַדְּבָרִים הַמֻּדְחָקִים וְעָלוּ
אל פני השטח האוטובוס התנהל בכבדות בדרך,placeholder,אֶל פְּנֵי הַשֶּׁטַח הָאוֹטוֹבּוּס הִתְנַהֵל בִּכְבֵדוּת בְּדֶרֶךְ
ההרים הצרה העולה לירושלים סבתא שלא אהבה,placeholder,הֶהָרִים הַצָּרָה הָעוֹלָה לִירוּשָׁלַיִם סָבְתָא שֶׁלֹּא אָהֲבָה
לישון במיטות זרים ואפילו הן המיטות שבבתי,placeholder,לִישֹׁן בְּמִטּוֹת זָרִים וַאֲפִלּוּ הֵן הַמִּטּוֹת שֶׁבְּבָתֵּי
ילדיה נימנמה לצד אבא על הספסל שמאחורינו,placeholder,יְלָדֶיהָ נִמְנְמָה לְצַד אַבָּא עַל הַסַּפְסָל שֶׁמֵּאֲחוֹרֵינוּ
רוחה של אמא היתה קצרה חוששת היתה שמא,placeholder,רוּחָהּ שֶׁל אִמָּא הָיְתָה קְצָרָה חוֹשֶׁשֶׁת הָיְתָה שֶׁמָּא
הלקוחות הקבועים שלנו כשיבואו ויראו את,placeholder,הַלָּקוֹחוֹת הַקְּבוּעִים שֶׁלָּנוּ כְּשֶׁיָּבוֹאוּ וְיִרְאוּ אֶת
דלתו הנעולה של סניף התנובה שלנו יבגדו,placeholder,דַּלְתּוֹ הַנְּעוּלָה שֶׁל סְנִיף הַתְּנוּבָה שֶׁלָּנוּ יִבְגְּדוּ
בנו ויפנו אל החנויות של מתחרינו ולכן ליהגה,placeholder,בָּנוּ וְיִפְנוּ אֶל הַחֲנֻיּוֹת שֶׁל מִתְחָרֵינוּ וְלָכֵן לִהֲגָה
ללא הרף אמא סקרה את בתי הגוויל הנטושים של,placeholder,לְלֹא הֶרֶף אִמָּא סָקְרָה אֶת בָּתֵּי הַגְּוִיל הַנְּטוּשִׁים שֶׁל
ליפתא הנאחזים כעזים עקשניות במדרון התלול,placeholder,לִיפְתָּא הַנֶּאֱחָזִים כְּעִזִּים עַקְשָׁנִיּוֹת בַּמִּדְרוֹן הַתָּלוּל
שמשמאלנו ושאלה אם יודע אני כי שמו של הכפר,placeholder,שֶׁמִּשְּׂמֹאלֵנוּ וְשָׁאֲלָה אִם יוֹדֵעַ אֲנִי כִּי שְׁמוֹ שֶׁל הַכְּפָר
הערבי שיושביו נמלטו ב- משמר את השם העברי,placeholder,הָעֲרָבִי שֶׁיּוֹשְׁבָיו נִמְלְטוּ בְּ- מְשַׁמֵּר אֶת הַשֵּׁם הָעִבְרִי
הקדום מי-נפתוח הנזכר בספר יהושע אמא,placeholder,הַקָּדוּם מֵי-נֶפְתּוֹחַ הַנִּזְכָּר בְּסֵפֶר יְהוֹשֻׁעַ אִמָּא
שראתה בנסיעה ביטול זמן כפוי שחובה לנצלו,placeholder,שֶׁרָאֲתָה בַּנְּסִיעָה בִּטּוּל זְמַן כָּפוּי שֶׁחוֹבָה לְנַצְּלוֹ
להרבצת דעת הוסיפה והסבירה כי מי-נפתוח,placeholder,לְהַרְבָּצַת דַּעַת הוֹסִיפָה וְהִסְבִּירָה כִּי מֵי-נֶפְתּוֹחַ
נקראה ככל הנראה על שמו של פרעה מרנפתח,placeholder,נִקְרְאָה כְּכָל הַנִּרְאֶה עַל שְׁמוֹ שֶׁל פַּרְעֹה מֶרְנֶפְּתָח
שבמסע הכיבושים שלו בכנען בתקופת,placeholder,שֶׁבְּמַסַּע הַכִּבּוּשִׁים שֶׁלּוֹ בִּכְנַעַן בִּתְקוּפַת
התנחלותם של השבטים העבריים הגיע אף לכאן,placeholder,הִתְנַחֲלוּתָם שֶׁל הַשְּׁבָטִים הָעִבְרִיִּים הִגִּיעַ אַף לְכָאן
ואסף לו את הכפר הזה ואת המעיין שלרגליו עם עוד,placeholder,וְאָסַף לוֹ אֶת הַכְּפָר הַזֶּה וְאֶת הַמַּעְיָן שֶׁלְּרַגְלָיו עִם עוֹד
כפרים רבים כאסוף ביצים עזובות סבתא ששמעה,placeholder,כְּפָרִים רַבִּים כְּאִסּוּף בֵּיצִים עֲזוּבוֹת סָבְתָא שֶׁשָּׁמְעָה
מתוך נמנום את שמו של פרעה פקחה עיניה בבהלה,placeholder,מִתּוֹךְ נִמְנוּם אֶת שְׁמֹו שֶׁל פַּרְעֹה פָּקְחָה עֵינֶיהָ בְּבֶהָלָה
ושאלה אם הפסח כבר עומד אחר כותלנו והיא עדיין,placeholder,וְשָׁאֲלָה אִם הַפֶּסַח כְּבָר עוֹמֵד אַחַר כָּתְלֵנוּ וְהִיא עֲדַיִן
