מיותר לאסור יין מצוה,placeholder,מְיוּתָּר לֶאֱסוֹר יַיִן מִצְוָה
 וכי מושבע וכוליה   ,placeholder, וְכִי מוּשְׁבַּע וְכוּלֵיה   
דנהי דקידושי היום,placeholder,דְנְהִי דְקִידוּשֵׁי הַיוֹם
דאורייתא    על היין,placeholder,דְאוֹרַיְיתָא    עַל הַיַיִן
לאו דאורייתא  דזוכרהו,placeholder,לַאו דְאוֹרַיְיתָא  דְזוֹכְרֵהוּ
על היין אסמכתא    ,placeholder,עַל הַיַיִן אַסְמַכְתָּא    
והשתא משני כגון,placeholder,וְהַשְׁתָּא מְשַׁנִי כְּגוֹן
שנשבע לשתות    וקא,placeholder,שֶׁנִשְׁבַּע לִשְׁתּוֹת    וְקָא
משמע לן קרא יתירא,placeholder,מַשְׁמַע לָן קְרָא יְתֵירָא
דחייל עליה אף על גב,placeholder,דְחַיְיל עַלֵיה אַף עַל גַב
שנשבע לשתות    ,placeholder,שֶׁנִשְׁבַּע לִשְׁתּוֹת    
    תינח קידוש ,placeholder,    תֵּינַח קִידוּשׁ 
אבדלתא מאי איכא למימר,placeholder,אַבְדַלְתָּא מַאי אִיכָּא לְמֵימַר
ועוד  אי נמי קדושא מן,placeholder,וְעוֹד  אִי נַמִי קִדוּשָׁא מִן
התורה  אינו צריך,placeholder,הַתּוֹרָה  אֵינוֹ צָרִיךְ
לטעום למברך אלא,placeholder,לִטְעוֹם לְמְבָרֵךְ אֶלָא
מדרבנן   אי נמי,placeholder,מִדְרַבָּנָן   אִי נַמִי
ישמע מפי אחר שיטעום,placeholder,יִשְׁמַע מִפִּי אַחֵר שֶׁיִטְעוֹם
   או יקדש ויתן הכוס,placeholder,   אוֹ יְקַדֵשׁ וְיִתֵּן הַכּוֹס
לאחד מבני ביתו ,placeholder,לְאֶחָד מִבְּנֵי בֵּיתוֹ 
 ועוד  אפילו מדרבנן,placeholder, וְעוֹד  אַפִילוּ מִדְרַבָּנָן
אינו צריך לטעום רביעית,placeholder,אֵינוֹ צָרִיךְ לִטְעוֹם רְבִיעִית
  אלא מלא לוגמיו  ,placeholder,  אֶלָא מְלֹא לוּגְמָיו  
ונזיר אינו אסור אלא,placeholder,וְנָזִיר אֵינוֹ אָסוּר אֶלָא
ברביעית  אמר רב אדא,placeholder,בְּרְבִיעִית  אָמַר רַב אַדָא
בר אהבה נשים חייבות,placeholder,בַּר אַהֲבָה נָשִׁים חַייָבוֹת
בקדוש היום    ,placeholder,בְּקִדוּשׁ הַיוֹם    
דבר תורה  אמאי מצות,placeholder,דְבַר תּוֹרָה  אַמַאי מִצְוַת
עשה שהזמן גרמא הוא ,placeholder,עֲשֵׂה שֶׁהַזְמַן גְרָמָא הוּא 
וכל מצות עשה שהזמן,placeholder,וְכָל מִצְוַת עֲשֵׂה שֶׁהַזְמַן
גרמא נשים פטורות,placeholder,גְרָמָא נָשִׁים פְּטוּרוֹת
אמר אביי מדרבנן ,placeholder,אָמַר אַבַּיֵי מִדְרַבָּנָן 
אמר ליה רבא והא דבר,placeholder,אָמַר לֵיה רָבָא וְהָא דְבַר
תורה קאמר   ועוד  כל,placeholder,תּוֹרָה קָאָמַר   וְעוֹד  כָּל
מצות עשה  ,placeholder,מִצְוַת עֲשֵֹה  
נחייבינהו מדרבנן,placeholder,נְחַייְבִינְהוּ מִדְרַבָּנָן
אלא אמר רבא  אמר קרא,placeholder,אֶלָא אָמַר רָבָא  אָמַר קְרָא
זכור ושמור      ,placeholder,זָכוֹר וְשָׁמוֹר    &  
 כל שישנו בשמירה ,placeholder, כָּל שֶׁיֶשְׁנוֹ בְּשְׁמִירָה 
ישנו בזכירה    ,placeholder,יֶשְׁנוֹ בְּזְכִירָה    
והני נשי הואיל,placeholder,וְהַנִי נָשִׁי הוֹאִיל
ואיתנהו בשמירה ,placeholder,וְאִיתְנְהוּ בְּשְׁמִירָה 
איתנהו בזכירה    אמר,placeholder,אִיתְנְהוּ בְּזְכִירָה    אָמַר
ליה רבינא לרבא נשים,placeholder,לֵיה רַבִינָא לְרָבָא נָשִׁים
בברכת המזון,placeholder,בְּבִּרְכַּת הַמָזוֹן
דאורייתא או דרבנן,placeholder,דְאוֹרַייְתָא אוֹ דְרַבָּנָן
למאי נפקא מינה לאפוקי,placeholder,לְמַאי נַפְקָא מִינָה לַאַפוּקֵי
רבים ידי חובתן    ,placeholder,רַבִּים יְדֵי חוֹבָתָן    
אי אמרת בשלמא,placeholder,אִי אַמְרְתְּ בִּשְׁלָמָא
דאורייתא  אתי,placeholder,דְאוֹרַייְתָא  אָתִי
דאורייתא ומפיק,placeholder,דְאוֹרַייְתָא וּמַפִּיק
דאורייתא    אלא אי,placeholder,דְאוֹרַייְתָא    אֶלָא אִי
ואי אמרת דרבנן  ,placeholder,וְאִי אַמְרְתְּ דְרַבָּנָן  
הוי שאינו מחוייב בדבר,placeholder,הַוִי שֶׁאֵינוֹ מְחוּייָב בַּדָבָר
  וכל שאינו מחוייב,placeholder,  וְכָל שֶׁאֵינוֹ מְחוּייָב
בדבר אינו מוציא,placeholder,בַּדָבָר אֵינוֹ מוֹצִיא
את הרבים ידי חובתן   ,placeholder,אֶת הָרַבִּים יְדֵי חוֹבָתָן   
  אמר ליה   מי,placeholder,  אָמַר לֵיה   מִי
שלא קידש בערב שבת,placeholder,שֶׁלֹא קִידֵשׁ בְּעֶרֶב שַׁבָּת
 מקדש והולך כל היום,placeholder, מְקַדֵשׁ וְהוֹלֵךְ כָּל הַיוֹם
כולו  איתיביה ,placeholder,כּוּלוֹ  אֵיתֵיבֵיה 
כבוד יום וכבוד לילה,placeholder,כָּבוֹד יוֹם וְכָּבוֹד לַיְלָה
  כבוד יום קודם ואם,placeholder,  כָּבוֹד יוֹם קוֹדֵם וְאִם
אין לו אלא כוס אחד,placeholder,אֵין לוֹ אֶלָא כּוֹס אֶחָד
אומר עליו קידוש היום   ,placeholder,אוֹמֵר עָלָיו קִידוּשׁ הַיוֹם   
 מפני שקידוש היום קודם,placeholder, מִפְּנֵי שֶׁקִידוּשׁ הַיוֹם קוֹדֵם
לכבוד יום וכבוד לילה  ,placeholder,לְכָּבוֹד יוֹם וְכָּבוֹד לַיְלָה  
ואם איתא  לישבקיה עד,placeholder,וְאִם אִיתָא  לִישְׁבְּקֵיהּ עַד
למחר  וליעביד,placeholder,לְמָחָר  וְלִיעֶבִיד
ביה תרתי   אמר ליה,placeholder,בֵּיהּ תַּרְתִּי   אָמַר לֵיה
 חביבה מצוה בשעתה,placeholder, חַבִיבָה מִצְוָה בְּשַׁעְתָּהּ
  אם אין לו יין הרבה,placeholder,  אִם אֵין לוֹ יַיִן הַרְבֵּה
לסעודה או מיני מגדים,placeholder,לְסְעוּדָה אוֹ מִינֵי מְגָדִים
 יניחם עד היום   ,placeholder, יַנִיחֵם עַד הַיוֹם   
ומפרש מורי הרי  ,placeholder,וּמְפָרֵשׁ מוֹרִי הָרִי  
דקידוש יום קרי כיבוד יום,placeholder,דְקִידוּשׁ יוֹם קָרִי כִּיבּוּד יוֹם
     והכי איתא,placeholder,     וְהָכִי אִיתָא
בירושלמי פרק שלשה,placeholder,בְּיְרוּשַׁלְמִי פֶּרֶק שְׁלֹשָׁה
שאכלו     רבי,placeholder,שֶׁאָכְלוּ     רַבִּי
יוסי בשם רבי יעקב בר,placeholder,יוֹסִי בְּשֵׁם רַבִּי יַעֲקֹב בַּר
רבי אדא איזהו,placeholder,רַבִּי אַדָא אֵיזֶהוּ
כיבוד יום בורא פרי הגפן,placeholder,כִּיבּוּד יוֹם בּוֹרֵא פְּרִי הַגָפֶן
       אמר רב הונא,placeholder,       אָמַר רַב הוּנָא
אמר רב טעם אינו מקדש,placeholder,אָמַר רַב טָעַם אֵינוֹ מְקַדֵשׁ
        אמר,placeholder,        אָמַר
רבא הילכתא טעם מקדש,placeholder,רָבָא הִילְכְתָא טָעַם מְקַדֵשׁ
  דאמר רב כשם,placeholder,  דְאָמַר רַב כְּשֵׁם
שהשבת קובעת ,placeholder,שֶׁהַשַׁבָּת קוֹבַעַת 
למעשר    ,placeholder,לְמַעֲשֵׂר    
כך שבת קובעת לקידוש ,placeholder,כַּךְ שַׁבָּת קוֹבַעַת לְקִידוּשׁ 
     דתניא,placeholder,     דְתַנְיָא
מפסיקין לשבתות  ,placeholder,מַפְסִיקִין לְשַׁבָּתוֹת  
    דברי רבי יהודה ,placeholder,    דִבְרֵי רַבִּי יְהוּדָה 
רבי יוסי אומר אין,placeholder,רַבִּי יוֹסִי אוֹמֵר אֵין
מפסיקין  ומעשה,placeholder,מַפְסִיקִין  וּמַעֲשֶׂה
ברבן שמעון בן גמליאל,placeholder,בְּרַבָּן שִׁמְעוֹן בֶּן גַמְלִיאֵל
ורבי יהודה ורבי יוסי,placeholder,וְרַבִּי יְהוּדָה וְרַבִּי יוֹסִי
שהיו מסובין בעכו  ,placeholder,שֶׁהָיוּ מְסוּבִּין בְּעַכּוֹ  
וקדש עליהם היום ,placeholder,וְקִדֵשׁ עַלֵיהֶם הַיוֹם 
אמר לו רבן שמעון בן,placeholder,אָמַר לוֹ רַבָּן שִׁמְעוֹן בֶּן
גמליאל לרבי יוסי,placeholder,גַמְלִיאֵל לְרַבִּי יוֹסִי
ברבי רצונך נפסיק,placeholder,בְּרַבִּי רְצוֹנְךָ נַפְסִיק
וניחוש לדברי יהודה,placeholder,וְנֵיחוּשׁ לְדִבְרֵי יְהוּדָה
חבירנו    לא זזו,placeholder,חַבֵירֵנוּ    לֹא זָזוּ
משם עד שקבעו הלכה,placeholder,מִשָׁם עַד שֶׁקָבְעוּ הַלָכָה
כרבי יוסי  אמר רב,placeholder,כְּרַבִּי יוֹסִי  אָמַר רַב
יהודה אמר שמואל אין,placeholder,יְהוּדָה אָמַר שְׁמוּאֵל אֵין
הלכה לא כרבי יהודה,placeholder,הַלָכָה לֹא כְּרַבִּי יְהוּדָה
ולא כרבי יוסי  אלא,placeholder,וְלֹא כְּרַבִּי יוֹסִי  אֶלָא
פורס מפה ומקדש   ,placeholder,פּוֹרֵס מַפָּה וּמְקַדֵשׁ   
     ,placeholder,     
   הא קדושה,placeholder,   הָא קְדוּשָׁה
   שנייא היא  שאם,placeholder,   שַׁנְייָא הִיא  שֶׁאִם
היה יושב ושותה מבעוד,placeholder,הָיָה יוֹשֵׁב וְשׁוֹתֶה מִבְּעוֹד
יום  וקדש עליו,placeholder,יוֹם  וְקִדֵשׁ עָלָיו
היום     שאינו אומר,placeholder,הַיוֹם     שֶׁאֵינוֹ אוֹמֵר
בורא פרי הגפן  ,placeholder,בּוֹרֵא פְּרִי הַגָפֶן  
      דכל דבר,placeholder,      דְכָּל דְבַר
מצוה הטעון כוס ,placeholder,מִצְוָה הַטָעוּן כּוֹס 
אינו צריך לברך בורא,placeholder,אֵינוֹ צָרִיךְ לְבָרֵךְ בּוֹרֵא
פרי הגפן      היכא,placeholder,פְּרִי הַגָפֶן      הֵיכָא
דלא הוי הפסק    ,placeholder,דְלֹא הַוִי הֶפְסֵק    
פורס מפה ומקדש   ,placeholder,פּוֹרֵס מַפָּה וּמְקַדֵשׁ   
ואחר כך שרי המוציא,placeholder,וְאַחַר כַּךְ שָׁרִי הַמוֹצִיא
    וגמר לסעודתיה ,placeholder,    וְגָמַר לְסְעוּדָתֵיהּ 
ומברך ברכת המזון ,placeholder,וּמְבָרֵךְ בִּרְכַּת הַמָזוֹן 
אמר ליה אנא עבדי,placeholder,אָמַר לֵיה אַנָא עַבְדִי
כתלמידי דרב   דרב,placeholder,כְּתַּלְמִידִי דְרַב   דְרַב
ברונא ורב חננאל,placeholder,בְּרוֹנָא וְרַב חַנַנְאֵל
תלמידי דרב הוו יתבי,placeholder,תַּלְמִידִי דְרַב הַווּ יַתְבִי
בסעודתא  קאי,placeholder,בְּסְעוּדָתָא  קָאִי
עלייהו רב ייבא סבא ,placeholder,עָלַייְהוּ רַב יֵיבָא סָבָא 
אמרו ליה הב לן וניבריך ,placeholder,אָמְרוּ לֵיה הַב לָן וְנִיבְרִיךְ 
  לסוף אמרו ליה הב לן,placeholder,  לְסוֹף אָמְרוּ לֵיה הַב לָן
ונישתי   אמר להו,placeholder,וְנִישְׁתִּי   אָמַר לְהוּ
הכי אמר רב  כיון,placeholder,הָכִי אָמַר רַב  כֵּיוָן
דאמריתו הב לן וניבריך ,placeholder,דְאַמְרִיתוּ הַב לָן וְנִיבְרִיךְ 
  איתסרא לכו למישתי,placeholder,  אִיתְּסְרָא לְכוּ לְמִישְׁתִּי
מאי טעמא דאסחיתו,placeholder,מַאי טַעֲמָא דְאַסְחִיתוּ
דעתייכו    ,placeholder,דַעֲתַּייְכוּ    
נמצא בתשובת הגאונים,placeholder,נִמְצָא בְּתְּשׁוּבַת הַגְאוֹנִים
אדם ששכח מלקדש,placeholder,אָדָם שֶׁשָׁכַח מִלְקַדֵשׁ
ולהבדיל  נטל ידיו,placeholder,וּלְהַבְדִיל  נָטַל יָדָיו
לאכילה וברך ברכת,placeholder,לְאֲכִילָה וּבִּרֵךְ בִּרְכַּת
המוציא  ולאחר שברך,placeholder,הַמוֹצִיא  וּלְאַחַר שֶׁבֵּרֵךְ
על הלחם נזכר שלא,placeholder,עַל הַלֶחֶם נִזְכַּר שֶׁלֹא
קידש  יקדש על הפת,placeholder,קִידֵשׁ  יְקַדֵשׁ עַל הַפַּת
דהא אמרינן בערבי,placeholder,דְהָא אַמְרִינָן בְּעַרְבֵי
פסחים     נטל ידיו,placeholder,פְּסָחִים     נָטַל יָדָיו
לא יקדש   נלמוד אם,placeholder,לֹא יְקַדֵשׁ   נִלְמוֹד אִם
נטל ידיו הוקבע,placeholder,נָטַל יָדָיו הוּקְבַע
קידוש על הפת   אבל,placeholder,קִידוּשׁ עַל הַפַּת   אַבָל
בהבדלה  שאין מבדילין,placeholder,בְּהַבְדָלָה  שֶׁאֵין מַבְדִילִין
על הפת  ושכח ונטל,placeholder,עַל הַפַּת  וְשָׁכַח וְנָטַל
ידיו וברך המוציא ,placeholder,יָדָיו וּבִּרֵךְ הַמוֹצִיא 
ונזכר שלא הבדיל ,placeholder,וְנִזְכַּר שֶׁלֹא הִבְדִיל 
אחר ברכת המוציא יאכל,placeholder,אַחַר בִּרְכַּת הַמוֹצִיא יֹאכַל
המוציא      ואחר כך,placeholder,הַמוֹצִיא     – וְאַחַר כַּך
יבדיל דהא אמר רבא ,placeholder,יַבְדִיל דְהָא אָמַר רָבָא 
טעם מבדיל    טעם,placeholder,טָעַם מַבְדִיל    טָעַם
מקדש     הלכך טוב לו,placeholder,מְקַדֵשׁ     הִלְכַּךְ טוֹב לוֹ
 שיאכל המוציא    שלא,placeholder, שֶׁיֹאכַל הַמוֹצִיא    שֶׁלֹא
יבטל ברכת נטילת ידים,placeholder,יְבַטֵל בִּרְכַּת נְטִילַת יָדַיִם
וברכת המוציא   ,placeholder,וּבִּרְכַּת הַמוֹצִיא   
שלא יבא תקנה להם,placeholder,שֶׁלֹא יָבֹא תַּקָנָה לָהֶם
להפסדתו  אבל,placeholder,לְהַפְסָדָתוֹ  אַבָל
להבדלה יש להם,placeholder,לְהַבְדָלָה יֵשׁ לָהֶם
תקנה אף על פי שאכל ,placeholder,תַּקָנָה אַף עַל פִּי שֶׁאָכַל 
    תנו,placeholder,    תָּנוּ
רבנן בני חבורה שהיו,placeholder,רַבָּנָן בְּנֵי חֲבּורָה שֶׁהָיוּ
מסובין  וקדש,placeholder,מְסוּבִּין  וְקִדֵשׁ
עליהן היום   מביאין,placeholder,עַלֵיהֶן הַיוֹם   מְבִיאִין
לו כוס של יין ואומר,placeholder,לוֹ כּוֹס שֶׁל יַיִן וְאוֹמֵר
עליו קדושת היום    ,placeholder,עָלָיו קְדוּשַׁת הַיוֹם    
ושני אומר עליו ברכת,placeholder,וְשֵׁנִי אוֹמֵר עָלָיו בִּרְכַּת
המזון  דברי רבי,placeholder,הַמָזוֹן  דִבְרֵי רַבִּי
יהודה רבי יוסי אומר,placeholder,יְהוּדָה רַבִּי יוֹסִי אוֹמֵר
אוכל והולך עד שתחשך,placeholder,אוֹכֵל וְהוֹלֵך עַד שֶׁתֶּחְשַׁךְ
   גמרו כוס ראשון,placeholder,   גָמְרוּ כּוֹס רִאשׁוֹן
מברך עליו ברכת המזון,placeholder,מְבָרֵךְ עָלָיו בִּרְכַּת הַמָזוֹן
 והשני אומר עליו קדושת,placeholder, וְהַשֵׁנִי אוֹמֵר עָלָיו קְדוּשַׁת
היום      אמאי,placeholder,הַיוֹם      אַמַאי
ונימרינהו לתרוייהו,placeholder,וְנֵימְרִינְהוּ לְתַּרְוַייְהוּ
אחדא כסא אמר רב,placeholder,אַחַדָא כָּסָא אָמַר רַב
הונא אמר רב ששת אין,placeholder,הוּנָא אָמַר רַב שֵׁשֶׁת אֵין
אומרים שתי קדושות על,placeholder,אוֹמְרִים שְׁתֵּי קְדוּשׁוֹת עַל
כוס אחד   מאי טעמא,placeholder,כּוֹס אֶחָד   מַאי טַעֲמָא
אמר רב נחמן בר יצחק,placeholder,אָמַר רַב נַחְמָן בַּר יִצְחָק
לפי שאין עושין מצות,placeholder,לְפִי שֶׁאֵין עוֹשִׂין מִצְוֹת
חבילות חבילות  ,placeholder,חֲבִילוֹת חֲבִילוֹת  
כוס ראשון מברך עליו,placeholder,כּוֹס רִאשׁוֹן מְבָרֵךְ עָלָיו
ברכת המזון  ומזכיר,placeholder,בִּרְכַּת הַמָזוֹן  וּמַזְכִּיר
של שבת בברכת המזון,placeholder,שֶׁל שַׁבָּת בְּבִּרְכַּת הַמָזוֹן
 ובשני גירסת ליברמן,placeholder, וּבַּשֵׁנִי גירסת ליברמן
והשני אומר עליו קדושת,placeholder,וְהַשֵׁנִי אוֹמֵר עָלָיו קְדוּשַׁת
היום      אמר רבא,placeholder,הַיוֹם      אָמַר רָבָא
הילכתא וכוליה  ומי,placeholder,הִילְכְתָא וְכוּלֵיהּ  וּמִי
שלא קידש בערב שבת,placeholder,שֶׁלֹא קִידֵשׁ בְּעֶרֶב שַׁבָּת
 מקדש והולך כל היום,placeholder, מְקַדֵשׁ וְהוֹלֵךְ כָּל הַיוֹם
כולו עד מוצאי שבת לחד,placeholder,כּוּלוֹ עַד מוֹצָאֵי שַׁבָּת לְחַד
לישנא    שאין,placeholder,לִישְׁנָא    שֶׁאֵין
מביאין את השולחן אלא,placeholder,מְבִיאִין אֶת הַשׁוּלְחָן אֶלָא
אם כן קידש  ואם הביא,placeholder,אִם כֵּן קִידֵשׁ  וְאִם הֵבִיא
פורס מפה ומקדש  ,placeholder,פּוֹרֵס מַפָּה וּמְקַדֵשׁ  
והא דאמר בכל כתבי ,placeholder,וְהָא דְאָמַר בְּכָּל כִּתְבֵי 
  מצא שלחן ערוך ,placeholder,  מָצָא שֻׁלְחָן עָרוּךְ 
מלאך טוב אומר כוליה  לא,placeholder,מַלְאָךְ טוֹב אוֹמֵר כוּלֵיה  לֹא
קשה  דערוך הוא במקום,placeholder,קָשֶׁה  דְעָרוּךְ הוּא בְּמָקוֹם
אחר  אך אין מביאין,placeholder,אַחֵר  אַךְ אֵין מְבִיאִין
אותו למקום סעודה עד אחר,placeholder,אוֹתוֹ לְמָקוֹם סְעוּדָה עַד אַחַר
קידוש  ועכשיו ,placeholder,קִידוּשׁ  וְעַכְשָׁיו 
שלחנות שלנו שהם,placeholder,שֻׁלְחָנוֹת שֶׁלָנוּ שֶׁהֵם
גדולים יותר מדאי  וקשה,placeholder,גְדוֹלִים יוֹתֵר מִדַאי  וְקָשֶׁה
להביאם אחר קידוש ,placeholder,לְהָבִיאֵם אַחַר קִידוּשׁ 
שלא להפסיק כל כך בין,placeholder,שֶׁלֹא לְהַפְסִיק כָּל כַּךְ בֵּין
קידוש לסעודה  אנו,placeholder,קִידוּשׁ לְסְעוּדָה  אָנוּ
רגילין לפרוס מפה ולקדש,placeholder,רְגִילִין לִפְרוֹס מַפָּה וּלְקַדֵשׁ
והטעם מפורש בשאילתות,placeholder,וְהַטַעַם מְפוּרָשׁ בְּשְׁאִילְתּוֹת
כי היכי דתיתי סעודתא,placeholder,כִּי הֵיכִי דְתֵּיתִי סְעוּדָתָא
ביקרא דשבתא,placeholder,בְּיְקָרָא דְשַׁבְּתָא
ויש מפרש זכר למן ,placeholder,וְיֵשׁ מְפָרֵשׁ זֵכֶר לְמָן 
שלא היה יורד בשבתות,placeholder,שֶׁלֹא הָיָה יוֹרֵד בְּשַׁבָּתוֹת
וימים טובים  והיה טל,placeholder,וְיָמִים טוֹבִים  וְהָיָה טַל
מלמעלה ומלמטה והמן,placeholder,מִלְמַעְלָה וּמִלְמַטָה וְהַמָן
בינתים ,placeholder,בֵּינָתַיִם 
